epoch,train_loss,val_loss,val_tn,val_fn,val_tp,val_fp,val_accuracy,val_auc,pauc,f1score
1,0.09764514776509571,1.0297435563335762,52802,24,55,27331,0.6589662394654167,0.7738258562860764,0.08525430901505991,0.004005097396686692
2,0.024895525950952676,1.454687546876424,42729,16,63,37404,0.5334862614072707,0.7327799337399044,0.050151622926884035,0.0033558834496351143
3,0.019614998644583225,1.7266872760536534,42758,14,65,37375,0.5338727372462974,0.7547216992256701,0.053234346001039066,0.0034649111117034037
4,0.014468614286133608,0.8058044763061523,58578,27,52,21555,0.7309380142622052,0.7523239449857649,0.04230688000187029,0.004795720741492207
5,0.011629316531677166,1.265123752598179,50418,29,50,29715,0.6291826659352715,0.6997570652713914,0.04350243985197392,0.003350757271143278
6,0.010129518245929439,0.5404533563324896,65341,28,51,14792,0.8152396150201965,0.7854717639519235,0.07069455890341798,0.006835544833132288
7,0.008172007380625557,2.074774168277568,38291,17,62,41842,0.4781454146511744,0.711174871143812,0.03850440414962022,0.002953576447609747
8,0.0063765276568926305,0.8586449465275833,57514,20,59,22619,0.7177604348476537,0.7690094963957863,0.0503672454670692,0.005185217735202355
9,0.0072511345219626044,0.42850584492614213,68743,47,32,11390,0.8574153493242906,0.6520728118616724,0.029872014990268543,0.005564733501434658
10,0.005868187347699443,0.9701503449361271,59610,38,41,20523,0.7436667830249838,0.6694424317041273,0.03724447346792285,0.003972290849198276
11,0.006163526993509201,1.8001046221268027,43811,20,59,36322,0.5469256470353563,0.7389189365085609,0.06486333559065646,0.003236423477783873
12,0.006260634884037763,1.9999146917862278,45517,31,48,34616,0.5680571485563257,0.656984424786198,0.038035405379063615,0.0027631465331145843
13,0.0007111666514658148,1.8731329037603022,45473,26,53,34660,0.5675709370169052,0.6913561583614077,0.04273607153423887,0.0030466773971027823
14,0.0061817892866430895,1.4409113799057915,52296,29,50,27837,0.6525956216027528,0.7278429673958184,0.05390601416284665,0.0035757705785596796
15,0.004998694057180602,1.822947576754243,47673,30,49,32460,0.5949483867750461,0.6850703269106251,0.051626228357381156,0.003007241929544618
16,0.0035275385307312066,2.6495485983126503,39767,26,53,40366,0.4964344487109161,0.6178362175415019,0.030113480642229747,0.0026174132055903996
17,0.0032657764525437366,1.3001118944225445,53961,32,47,26172,0.6733157133595971,0.6511250204762431,0.030780220288833093,0.0035744163054224655
18,0.004110219713274243,1.2336151877323696,56699,26,53,23434,0.707525058594724,0.7124774524378538,0.043490734628363864,0.004498005601289994
19,0.0029119886968931403,3.188870120249454,31101,17,62,49032,0.3885079539221064,0.6668712316406885,0.032482422024017965,0.002521709067984463
20,0.001513245780784121,1.3326247211989515,54612,33,46,25521,0.681419239016606,0.669085746212744,0.03557342247627242,0.003587304063011776
